Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade (cortesia),Custo Direto (corteisa)
ALPHAVILLE,ESTÉTICA,Abril,HIDRATAÇÃO,1,23.16
ALPHAVILLE,ESTÉTICA,Abril,LIMPEZA DE PELE,3,119.22
ALPHAVILLE,ESTÉTICA,Abril,PEELING DE DIAMANTE,2,65.42
ALPHAVILLE,ESTÉTICA,Agosto,HIDRATAÇÃO,20,463.2
ALPHAVILLE,ESTÉTICA,Agosto,LIMPEZA DE PELE,51,2026.74
ALPHAVILLE,ESTÉTICA,Agosto,PEELING DE DIAMANTE,46,1504.66
ALPHAVILLE,ESTÉTICA,Julho,HIDRATAÇÃO,2,46.32
ALPHAVILLE,ESTÉTICA,Julho,LIMPEZA DE PELE,51,2026.74
ALPHAVILLE,ESTÉTICA,Julho,PEELING DE DIAMANTE,30,981.3000000000001
ALPHAVILLE,ESTÉTICA,Junho,HIDRATAÇÃO,5,115.8
ALPHAVILLE,ESTÉTICA,Junho,LIMPEZA DE PELE,33,1311.42
ALPHAVILLE,ESTÉTICA,Junho,PEELING DE DIAMANTE,21,686.91
ALPHAVILLE,ESTÉTICA,Junho,RADIOFREQUÊNCIA,1,28.65
ALPHAVILLE,ESTÉTICA,Maio,LIMPEZA DE PELE,22,874.2800000000001
ALPHAVILLE,ESTÉTICA,Maio,PEELING DE DIAMANTE,18,588.78
ALPHAVILLE,ESTÉTICA,Novembro,LIMPEZA DE PELE,2,79.48
ALPHAVILLE,ESTÉTICA,Novembro,PEELING DE DIAMANTE,6,196.26
ALPHAVILLE,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1,28.65
ALPHAVILLE,ESTÉTICA,Outubro,HIDRATAÇÃO,5,115.8
ALPHAVILLE,ESTÉTICA,Outubro,LIMPEZA DE PELE,5,198.70000000000002
ALPHAVILLE,ESTÉTICA,Outubro,PEELING DE DIAMANTE,22,719.62
ALPHAVILLE,ESTÉTICA,Setembro,HIDRATAÇÃO,16,370.56
ALPHAVILLE,ESTÉTICA,Setembro,LIMPEZA DE PELE,11,437.14000000000004
ALPHAVILLE,ESTÉTICA,Setembro,PEELING DE DIAMANTE,25,817.75
ALPHAVILLE,LAVIEEN,Agosto,LAVIEEN,62,5998.5
ALPHAVILLE,LAVIEEN,Julho,LAVIEEN,39,3773.25
ALPHAVILLE,LAVIEEN,Junho,LAVIEEN,55,5321.25
ALPHAVILLE,LAVIEEN,Maio,LAVIEEN,49,4740.75
ALPHAVILLE,LAVIEEN,Novembro,LAVIEEN,10,967.5
ALPHAVILLE,LAVIEEN,Outubro,LAVIEEN,26,2515.5
ALPHAVILLE,LAVIEEN,Setembro,LAVIEEN,59,5708.25
BELO HORIZONTE,ESTÉTICA,Abril,CARBOXITERAPIA,1,24.12
BELO HORIZONTE,ESTÉTICA,Abril,HIDRATAÇÃO,2,46.32
BELO HORIZONTE,ESTÉTICA,Abril,LIMPEZA DE PELE,19,755.0600000000001
BELO HORIZONTE,ESTÉTICA,Abril,PEELING DE DIAMANTE,43,1406.53
BELO HORIZONTE,ESTÉTICA,Abril,RADIOFREQUÊNCIA,7,200.54999999999998
BELO HORIZONTE,ESTÉTICA,Fevereiro,CARBOXITERAPIA,2,48.24
BELO HORIZONTE,ESTÉTICA,Fevereiro,HECCUS,1,21.6
BELO HORIZONTE,ESTÉTICA,Fevereiro,HIDRATAÇÃO,9,208.44
BELO HORIZONTE,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,14,556.36
BELO HORIZONTE,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,29,948.59
BELO HORIZONTE,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,7,200.54999999999998
BELO HORIZONTE,ESTÉTICA,Maio,HIDRATAÇÃO,5,115.8
BELO HORIZONTE,ESTÉTICA,Maio,LIMPEZA DE PELE,7,278.18
BELO HORIZONTE,ESTÉTICA,Maio,PEELING DE DIAMANTE,24,785.04
BELO HORIZONTE,ESTÉTICA,Maio,RADIOFREQUÊNCIA,4,114.6
BELO HORIZONTE,ESTÉTICA,Março,CARBOXITERAPIA,1,24.12
BELO HORIZONTE,ESTÉTICA,Março,HECCUS,4,86.4
BELO HORIZONTE,ESTÉTICA,Março,HIDRATAÇÃO,11,254.76
BELO HORIZONTE,ESTÉTICA,Março,LIMPEZA DE PELE,9,357.66
BELO HORIZONTE,ESTÉTICA,Março,PEELING DE DIAMANTE,40,1308.4
BELO HORIZONTE,ESTÉTICA,Março,PRÓ- SHAPE,3,119.10000000000001
BELO HORIZONTE,ESTÉTICA,Março,RADIOFREQUÊNCIA,3,85.94999999999999
BELO HORIZONTE,LAVIEEN,Abril,LAVIEEN,25,2418.75
BELO HORIZONTE,LAVIEEN,Fevereiro,LAVIEEN,38,3676.5
BELO HORIZONTE,LAVIEEN,Maio,LAVIEEN,26,2515.5
BELO HORIZONTE,LAVIEEN,Março,LAVIEEN,39,3773.25
CAMPINAS,ESTÉTICA,Abril,HIDRATAÇÃO,7,162.12
CAMPINAS,ESTÉTICA,Abril,LIMPEZA DE PELE,22,874.2800000000001
CAMPINAS,ESTÉTICA,Abril,PEELING DE DIAMANTE,69,2256.9900000000002
CAMPINAS,ESTÉTICA,Abril,PRÓ- SHAPE,4,158.8
CAMPINAS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,5,143.25
CAMPINAS,ESTÉTICA,Agosto,HECCUS,2,43.2
CAMPINAS,ESTÉTICA,Agosto,HIDRATAÇÃO,12,277.92
CAMPINAS,ESTÉTICA,Agosto,LIMPEZA DE PELE,25,993.5
CAMPINAS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,128,4186.88
CAMPINAS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,10,286.5
CAMPINAS,ESTÉTICA,Fevereiro,HECCUS,3,64.80000000000001
CAMPINAS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,31,717.96
CAMPINAS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,34,1351.16
CAMPINAS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,41,1341.1100000000001
CAMPINAS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,3,85.94999999999999
CAMPINAS,ESTÉTICA,Julho,CARBOXITERAPIA,1,24.12
CAMPINAS,ESTÉTICA,Julho,HECCUS,2,43.2
CAMPINAS,ESTÉTICA,Julho,HIDRATAÇÃO,7,162.12
CAMPINAS,ESTÉTICA,Julho,LIMPEZA DE PELE,19,755.0600000000001
CAMPINAS,ESTÉTICA,Julho,PEELING DE DIAMANTE,111,3630.81
CAMPINAS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,8,229.2
CAMPINAS,ESTÉTICA,Junho,CARBOXITERAPIA,1,24.12
CAMPINAS,ESTÉTICA,Junho,HIDRATAÇÃO,2,46.32
CAMPINAS,ESTÉTICA,Junho,LIMPEZA DE PELE,27,1072.98
CAMPINAS,ESTÉTICA,Junho,PEELING DE DIAMANTE,70,2289.7000000000003
CAMPINAS,ESTÉTICA,Junho,PRÓ- SHAPE,2,79.4
CAMPINAS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,17,487.04999999999995
CAMPINAS,ESTÉTICA,Maio,CARBOXITERAPIA,1,24.12
CAMPINAS,ESTÉTICA,Maio,HIDRATAÇÃO,9,208.44
CAMPINAS,ESTÉTICA,Maio,LIMPEZA DE PELE,28,1112.72
CAMPINAS,ESTÉTICA,Maio,PEELING DE DIAMANTE,70,2289.7000000000003
CAMPINAS,ESTÉTICA,Maio,PRÓ- SHAPE,1,39.7
CAMPINAS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,10,286.5
CAMPINAS,ESTÉTICA,Março,HIDRATAÇÃO,16,370.56
CAMPINAS,ESTÉTICA,Março,LIMPEZA DE PELE,34,1351.16
CAMPINAS,ESTÉTICA,Março,PEELING DE DIAMANTE,63,2060.73
CAMPINAS,ESTÉTICA,Março,RADIOFREQUÊNCIA,4,114.6
CAMPINAS,ESTÉTICA,Novembro,HIDRATAÇÃO,8,185.28
CAMPINAS,ESTÉTICA,Novembro,LIMPEZA DE PELE,8,317.92
CAMPINAS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,49,1602.79
CAMPINAS,ESTÉTICA,Outubro,HIDRATAÇÃO,23,532.68
CAMPINAS,ESTÉTICA,Outubro,LIMPEZA DE PELE,22,874.2800000000001
CAMPINAS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,112,3663.52
CAMPINAS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,2,57.3
CAMPINAS,ESTÉTICA,Setembro,HECCUS,1,21.6
CAMPINAS,ESTÉTICA,Setembro,HIDRATAÇÃO,18,416.88
CAMPINAS,ESTÉTICA,Setembro,LIMPEZA DE PELE,19,755.0600000000001
CAMPINAS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,103,3369.13
CAMPINAS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,1,28.65
CAMPINAS,LAVIEEN,Abril,LAVIEEN,45,4353.75
CAMPINAS,LAVIEEN,Agosto,LAVIEEN,120,11610.0
CAMPINAS,LAVIEEN,Fevereiro,LAVIEEN,65,6288.75
CAMPINAS,LAVIEEN,Julho,LAVIEEN,71,6869.25
CAMPINAS,LAVIEEN,Junho,LAVIEEN,101,9771.75
CAMPINAS,LAVIEEN,Maio,LAVIEEN,62,5998.5
CAMPINAS,LAVIEEN,Março,LAVIEEN,77,7449.75
CAMPINAS,LAVIEEN,Novembro,LAVIEEN,45,4353.75
CAMPINAS,LAVIEEN,Outubro,LAVIEEN,90,8707.5
CAMPINAS,LAVIEEN,Setembro,LAVIEEN,108,10449.0
COPACABANA,ESTÉTICA,Abril,CARBOXITERAPIA,1,24.12
COPACABANA,ESTÉTICA,Abril,HIDRATAÇÃO,4,92.64
COPACABANA,ESTÉTICA,Abril,LIMPEZA DE PELE,34,1351.16
COPACABANA,ESTÉTICA,Abril,PEELING DE DIAMANTE,48,1570.08
COPACABANA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,3,85.94999999999999
COPACABANA,ESTÉTICA,Agosto,CARBOXITERAPIA,1,24.12
COPACABANA,ESTÉTICA,Agosto,HIDRATAÇÃO,8,185.28
COPACABANA,ESTÉTICA,Agosto,LIMPEZA DE PELE,14,556.36
COPACABANA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,124,4056.04
COPACABANA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,14,401.09999999999997
COPACABANA,ESTÉTICA,Fevereiro,HECCUS,1,21.6
COPACABANA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,6,138.96
COPACABANA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,18,715.32
COPACABANA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,42,1373.82
COPACABANA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,10,286.5
COPACABANA,ESTÉTICA,Julho,HIDRATAÇÃO,1,23.16
COPACABANA,ESTÉTICA,Julho,LIMPEZA DE PELE,13,516.62
COPACABANA,ESTÉTICA,Julho,PEELING DE DIAMANTE,120,3925.2000000000003
COPACABANA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,7,200.54999999999998
COPACABANA,ESTÉTICA,Junho,HIDRATAÇÃO,4,92.64
COPACABANA,ESTÉTICA,Junho,LIMPEZA DE PELE,17,675.58
COPACABANA,ESTÉTICA,Junho,PEELING DE DIAMANTE,73,2387.83
COPACABANA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,7,200.54999999999998
COPACABANA,ESTÉTICA,Maio,HIDRATAÇÃO,7,162.12
COPACABANA,ESTÉTICA,Maio,LIMPEZA DE PELE,24,953.76
COPACABANA,ESTÉTICA,Maio,PEELING DE DIAMANTE,58,1897.18
COPACABANA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,5,143.25
COPACABANA,ESTÉTICA,Março,HIDRATAÇÃO,4,92.64
COPACABANA,ESTÉTICA,Março,LIMPEZA DE PELE,36,1430.64
COPACABANA,ESTÉTICA,Março,PEELING DE DIAMANTE,27,883.1700000000001
COPACABANA,ESTÉTICA,Março,RADIOFREQUÊNCIA,9,257.84999999999997
COPACABANA,ESTÉTICA,Novembro,HIDRATAÇÃO,11,254.76
COPACABANA,ESTÉTICA,Novembro,LIMPEZA DE PELE,10,397.40000000000003
COPACABANA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,48,1570.08
COPACABANA,ESTÉTICA,Outubro,HIDRATAÇÃO,23,532.68
COPACABANA,ESTÉTICA,Outubro,LIMPEZA DE PELE,16,635.84
COPACABANA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,66,2158.86
COPACABANA,ESTÉTICA,Outubro,PRÓ- SHAPE,1,39.7
COPACABANA,ESTÉTICA,Setembro,HIDRATAÇÃO,30,694.8
COPACABANA,ESTÉTICA,Setembro,LIMPEZA DE PELE,18,715.32
COPACABANA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,75,2453.25
COPACABANA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,3,85.94999999999999
COPACABANA,LAVIEEN,Abril,LAVIEEN,172,16641.0
COPACABANA,LAVIEEN,Agosto,LAVIEEN,185,17898.75
COPACABANA,LAVIEEN,Fevereiro,LAVIEEN,51,4934.25
COPACABANA,LAVIEEN,Julho,LAVIEEN,162,15673.5
COPACABANA,LAVIEEN,Junho,LAVIEEN,129,12480.75
COPACABANA,LAVIEEN,Maio,LAVIEEN,123,11900.25
COPACABANA,LAVIEEN,Março,LAVIEEN,62,5998.5
COPACABANA,LAVIEEN,Novembro,LAVIEEN,32,3096.0
COPACABANA,LAVIEEN,Outubro,LAVIEEN,90,8707.5
COPACABANA,LAVIEEN,Setembro,LAVIEEN,134,12964.5
COPACABANA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1,307.82
IPIRANGA,ESTÉTICA,Abril,CARBOXITERAPIA,4,96.48
IPIRANGA,ESTÉTICA,Abril,HIDRATAÇÃO,2,46.32
IPIRANGA,ESTÉTICA,Abril,LIMPEZA DE PELE,12,476.88
IPIRANGA,ESTÉTICA,Abril,PEELING DE DIAMANTE,35,1144.8500000000001
IPIRANGA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,9,257.84999999999997
IPIRANGA,ESTÉTICA,Agosto,HIDRATAÇÃO,2,46.32
IPIRANGA,ESTÉTICA,Agosto,LIMPEZA DE PELE,6,238.44
IPIRANGA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,59,1929.89
IPIRANGA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,28,802.1999999999999
IPIRANGA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,3,72.36
IPIRANGA,ESTÉTICA,Fevereiro,HECCUS,1,21.6
IPIRANGA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,6,138.96
IPIRANGA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,7,278.18
IPIRANGA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,24,785.04
IPIRANGA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,18,515.6999999999999
IPIRANGA,ESTÉTICA,Julho,HECCUS,2,43.2
IPIRANGA,ESTÉTICA,Julho,HIDRATAÇÃO,6,138.96
IPIRANGA,ESTÉTICA,Julho,LIMPEZA DE PELE,3,119.22
IPIRANGA,ESTÉTICA,Julho,PEELING DE DIAMANTE,43,1406.53
IPIRANGA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,22,630.3
IPIRANGA,ESTÉTICA,Junho,CARBOXITERAPIA,1,24.12
IPIRANGA,ESTÉTICA,Junho,HIDRATAÇÃO,2,46.32
IPIRANGA,ESTÉTICA,Junho,LIMPEZA DE PELE,2,79.48
IPIRANGA,ESTÉTICA,Junho,PEELING DE DIAMANTE,29,948.59
IPIRANGA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,20,573.0
IPIRANGA,ESTÉTICA,Maio,HECCUS,1,21.6
IPIRANGA,ESTÉTICA,Maio,HIDRATAÇÃO,3,69.48
IPIRANGA,ESTÉTICA,Maio,LIMPEZA DE PELE,9,357.66
IPIRANGA,ESTÉTICA,Maio,PEELING DE DIAMANTE,35,1144.8500000000001
IPIRANGA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,15,429.75
IPIRANGA,ESTÉTICA,Março,LIMPEZA DE PELE,9,357.66
IPIRANGA,ESTÉTICA,Março,PEELING DE DIAMANTE,31,1014.01
IPIRANGA,ESTÉTICA,Março,PRÓ- SHAPE,1,39.7
IPIRANGA,ESTÉTICA,Março,RADIOFREQUÊNCIA,15,429.75
IPIRANGA,ESTÉTICA,Novembro,HIDRATAÇÃO,2,46.32
IPIRANGA,ESTÉTICA,Novembro,LIMPEZA DE PELE,7,278.18
IPIRANGA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,38,1242.98
IPIRANGA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1,28.65
IPIRANGA,ESTÉTICA,Outubro,HIDRATAÇÃO,25,579.0
IPIRANGA,ESTÉTICA,Outubro,LIMPEZA DE PELE,19,755.0600000000001
IPIRANGA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,48,1570.08
IPIRANGA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,8,229.2
IPIRANGA,ESTÉTICA,Setembro,CARBOXITERAPIA,1,24.12
IPIRANGA,ESTÉTICA,Setembro,HECCUS,1,21.6
IPIRANGA,ESTÉTICA,Setembro,HIDRATAÇÃO,6,138.96
IPIRANGA,ESTÉTICA,Setembro,LIMPEZA DE PELE,2,79.48
IPIRANGA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,70,2289.7000000000003
IPIRANGA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,9,257.84999999999997
IPIRANGA,LAVIEEN,Abril,LAVIEEN,76,7353.0
IPIRANGA,LAVIEEN,Agosto,LAVIEEN,62,5998.5
IPIRANGA,LAVIEEN,Fevereiro,LAVIEEN,37,3579.75
IPIRANGA,LAVIEEN,Julho,LAVIEEN,76,7353.0
IPIRANGA,LAVIEEN,Junho,LAVIEEN,108,10449.0
IPIRANGA,LAVIEEN,Maio,LAVIEEN,75,7256.25
IPIRANGA,LAVIEEN,Março,LAVIEEN,32,3096.0
IPIRANGA,LAVIEEN,Novembro,LAVIEEN,44,4257.0
IPIRANGA,LAVIEEN,Outubro,LAVIEEN,99,9578.25
IPIRANGA,LAVIEEN,Setembro,LAVIEEN,72,6966.0
IPIRANGA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,2,615.64
IPIRANGA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,1,307.82
ITAIM,ESTÉTICA,Abril,HIDRATAÇÃO,3,69.48
ITAIM,ESTÉTICA,Abril,LIMPEZA DE PELE,4,158.96
ITAIM,ESTÉTICA,Abril,PEELING DE DIAMANTE,13,425.23
ITAIM,ESTÉTICA,Abril,RADIOFREQUÊNCIA,1,28.65
ITAIM,ESTÉTICA,Agosto,HIDRATAÇÃO,2,46.32
ITAIM,ESTÉTICA,Agosto,LIMPEZA DE PELE,5,198.70000000000002
ITAIM,ESTÉTICA,Agosto,PEELING DE DIAMANTE,11,359.81
ITAIM,ESTÉTICA,Fevereiro,HIDRATAÇÃO,8,185.28
ITAIM,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,3,119.22
ITAIM,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,8,261.68
ITAIM,ESTÉTICA,Julho,CARBOXITERAPIA,3,72.36
ITAIM,ESTÉTICA,Julho,HIDRATAÇÃO,2,46.32
ITAIM,ESTÉTICA,Julho,LIMPEZA DE PELE,3,119.22
ITAIM,ESTÉTICA,Julho,PEELING DE DIAMANTE,7,228.97
ITAIM,ESTÉTICA,Junho,CARBOXITERAPIA,2,48.24
ITAIM,ESTÉTICA,Junho,HECCUS,1,21.6
ITAIM,ESTÉTICA,Junho,HIDRATAÇÃO,4,92.64
ITAIM,ESTÉTICA,Junho,LIMPEZA DE PELE,8,317.92
ITAIM,ESTÉTICA,Junho,PEELING DE DIAMANTE,3,98.13
ITAIM,ESTÉTICA,Junho,RADIOFREQUÊNCIA,1,28.65
ITAIM,ESTÉTICA,Maio,HIDRATAÇÃO,4,92.64
ITAIM,ESTÉTICA,Maio,LIMPEZA DE PELE,3,119.22
ITAIM,ESTÉTICA,Maio,PEELING DE DIAMANTE,8,261.68
ITAIM,ESTÉTICA,Maio,RADIOFREQUÊNCIA,2,57.3
ITAIM,ESTÉTICA,Março,HIDRATAÇÃO,4,92.64
ITAIM,ESTÉTICA,Março,LIMPEZA DE PELE,9,357.66
ITAIM,ESTÉTICA,Março,PEELING DE DIAMANTE,11,359.81
ITAIM,ESTÉTICA,Novembro,HIDRATAÇÃO,3,69.48
ITAIM,ESTÉTICA,Novembro,LIMPEZA DE PELE,8,317.92
ITAIM,ESTÉTICA,Novembro,PEELING DE DIAMANTE,3,98.13
ITAIM,ESTÉTICA,Outubro,HECCUS,1,21.6
ITAIM,ESTÉTICA,Outubro,HIDRATAÇÃO,1,23.16
ITAIM,ESTÉTICA,Outubro,LIMPEZA DE PELE,4,158.96
ITAIM,ESTÉTICA,Outubro,PEELING DE DIAMANTE,17,556.07
ITAIM,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,3,85.94999999999999
ITAIM,ESTÉTICA,Setembro,HIDRATAÇÃO,5,115.8
ITAIM,ESTÉTICA,Setembro,LIMPEZA DE PELE,9,357.66
ITAIM,ESTÉTICA,Setembro,PEELING DE DIAMANTE,6,196.26
ITAIM,ESTÉTICA,Setembro,PRÓ- SHAPE,1,39.7
ITAIM,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,1,28.65
ITAIM,LAVIEEN,Abril,LAVIEEN,42,4063.5
ITAIM,LAVIEEN,Agosto,LAVIEEN,23,2225.25
ITAIM,LAVIEEN,Fevereiro,LAVIEEN,22,2128.5
ITAIM,LAVIEEN,Julho,LAVIEEN,35,3386.25
ITAIM,LAVIEEN,Junho,LAVIEEN,34,3289.5
ITAIM,LAVIEEN,Maio,LAVIEEN,39,3773.25
ITAIM,LAVIEEN,Março,LAVIEEN,15,1451.25
ITAIM,LAVIEEN,Novembro,LAVIEEN,36,3483.0
ITAIM,LAVIEEN,Outubro,LAVIEEN,24,2322.0
ITAIM,LAVIEEN,Setembro,LAVIEEN,53,5127.75
ITAIM,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1,307.82
JARDINS,ESTÉTICA,Abril,CARBOXITERAPIA,9,217.08
JARDINS,ESTÉTICA,Abril,HECCUS,3,64.80000000000001
JARDINS,ESTÉTICA,Abril,HIDRATAÇÃO,142,3288.72
JARDINS,ESTÉTICA,Abril,LIMPEZA DE PELE,55,2185.7000000000003
JARDINS,ESTÉTICA,Abril,PEELING DE DIAMANTE,109,3565.39
JARDINS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,10,286.5
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,1,24.12
JARDINS,ESTÉTICA,Agosto,HECCUS,11,237.60000000000002
JARDINS,ESTÉTICA,Agosto,HIDRATAÇÃO,33,764.28
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,20,794.8000000000001
JARDINS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,128,4186.88
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,4,114.6
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,2,48.24
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,102,2362.32
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,37,1470.38
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,88,2878.48
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,5,143.25
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,6,144.72
JARDINS,ESTÉTICA,Julho,HECCUS,8,172.8
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,48,1111.68
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,21,834.5400000000001
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,129,4219.59
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,15,429.75
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,8,192.96
JARDINS,ESTÉTICA,Junho,HECCUS,5,108.0
JARDINS,ESTÉTICA,Junho,HIDRATAÇÃO,143,3311.88
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,31,1231.94
JARDINS,ESTÉTICA,Junho,PEELING DE DIAMANTE,103,3369.13
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,6,171.89999999999998
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,12,289.44
JARDINS,ESTÉTICA,Maio,HECCUS,4,86.4
JARDINS,ESTÉTICA,Maio,HIDRATAÇÃO,80,1852.8
JARDINS,ESTÉTICA,Maio,LIMPEZA DE PELE,18,715.32
JARDINS,ESTÉTICA,Maio,PEELING DE DIAMANTE,78,2551.38
JARDINS,ESTÉTICA,Maio,PRÓ- SHAPE,3,119.10000000000001
JARDINS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,11,315.15
JARDINS,ESTÉTICA,Março,HIDRATAÇÃO,65,1505.4
JARDINS,ESTÉTICA,Março,LIMPEZA DE PELE,80,3179.2000000000003
JARDINS,ESTÉTICA,Março,PEELING DE DIAMANTE,85,2780.35
JARDINS,ESTÉTICA,Março,RADIOFREQUÊNCIA,2,57.3
JARDINS,ESTÉTICA,Novembro,HECCUS,1,21.6
JARDINS,ESTÉTICA,Novembro,HIDRATAÇÃO,6,138.96
JARDINS,ESTÉTICA,Novembro,LIMPEZA DE PELE,20,794.8000000000001
JARDINS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,42,1373.82
JARDINS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,4,114.6
JARDINS,ESTÉTICA,Outubro,HECCUS,10,216.0
JARDINS,ESTÉTICA,Outubro,HIDRATAÇÃO,17,393.72
JARDINS,ESTÉTICA,Outubro,LIMPEZA DE PELE,19,755.0600000000001
JARDINS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,73,2387.83
JARDINS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,13,372.45
JARDINS,ESTÉTICA,Setembro,CARBOXITERAPIA,1,24.12
JARDINS,ESTÉTICA,Setembro,HECCUS,9,194.4
JARDINS,ESTÉTICA,Setembro,HIDRATAÇÃO,18,416.88
JARDINS,ESTÉTICA,Setembro,LIMPEZA DE PELE,18,715.32
JARDINS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,64,2093.44
JARDINS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,13,372.45
JARDINS,LAVIEEN,Abril,LAVIEEN,116,11223.0
JARDINS,LAVIEEN,Agosto,LAVIEEN,118,11416.5
JARDINS,LAVIEEN,Fevereiro,LAVIEEN,83,8030.25
JARDINS,LAVIEEN,Julho,LAVIEEN,142,13738.5
JARDINS,LAVIEEN,Junho,LAVIEEN,108,10449.0
JARDINS,LAVIEEN,Maio,LAVIEEN,98,9481.5
JARDINS,LAVIEEN,Março,LAVIEEN,60,5805.0
JARDINS,LAVIEEN,Novembro,LAVIEEN,20,1935.0
JARDINS,LAVIEEN,Outubro,LAVIEEN,98,9481.5
JARDINS,LAVIEEN,Setembro,LAVIEEN,85,8223.75
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1,307.82
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX POWER,1,307.82
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,1,307.82
